,Date,Region,Area,Cases,"Cases per 100,000"
8389,2020-04-23,Central LA,Los Angeles - Miracle Mile,33,183.49
8390,2020-04-23,San Fernando Valley,Los Angeles - Mission Hills,52,215.55
8391,2020-04-23,Northeast LA,Los Angeles - Mt. Washington,32,132.53
8392,2020-04-23,San Fernando Valley,Los Angeles - North Hills,111,180.27
8393,2020-04-23,San Fernando Valley,Los Angeles - North Hollywood,239,157.84
8394,2020-04-23,San Fernando Valley,Los Angeles - Northridge,113,161.9
8395,2020-04-23,Westside,Los Angeles - Pacific Palisades,35,164.39
8396,2020-04-23,San Fernando Valley,Los Angeles - Pacoima,166,215.64
8397,2020-04-23,Westside,Los Angeles - Palisades Highlands,,
8398,2020-04-23,Westside,Los Angeles - Palms,90,205.12
8399,2020-04-23,San Fernando Valley,Los Angeles - Panorama City,183,243.19
8400,2020-04-23,Central LA,Los Angeles - Pico-Union,147,351.32
8401,2020-04-23,South Bay,Los Angeles - Playa Del Rey,,
8402,2020-04-23,Westside,Los Angeles - Playa Vista,16,146.16
8403,2020-04-23,San Fernando Valley,Los Angeles - Porter Ranch,48,134.88
8404,2020-04-23,Westside,Los Angeles - Rancho Park,11,167.68
8405,2020-04-23,Central LA,Los Angeles - Regent Square,,
8406,2020-04-23,San Fernando Valley,Los Angeles - Reseda,149,194.47
8407,2020-04-23,San Fernando Valley,Los Angeles - Reseda Ranch,16,345.13
8408,2020-04-23,Central LA,Los Angeles - Reynier Village,6,141.91
8409,2020-04-23,Harbor,Los Angeles - San Pedro,122,156.33
8410,2020-04-23,San Fernando Valley,Los Angeles - Shadow Hills,11,247.64
8411,2020-04-23,San Fernando Valley,Los Angeles - Sherman Oaks,109,124.92
8412,2020-04-23,Central LA,Los Angeles - Silverlake,104,235.92
8413,2020-04-23,Central LA,Los Angeles - South Carthay,22,207.65
8414,2020-04-23,South LA,Los Angeles - South Park,85,223.91
8415,2020-04-23,Central LA,Los Angeles - St Elmo Village,7,152.71
8416,2020-04-23,San Fernando Valley,Los Angeles - Studio City,28,124.78
8417,2020-04-23,San Fernando Valley,Los Angeles - Sun Valley,83,158.15
8418,2020-04-23,Verdugos,Los Angeles - Sunland,55,269.5
8419,2020-04-23,Central LA,Los Angeles - Sycamore Square,0,0.0
8420,2020-04-23,San Fernando Valley,Los Angeles - Sylmar,240,291.27
8421,2020-04-23,San Fernando Valley,Los Angeles - Tarzana,66,213.76
8422,2020-04-23,Central LA,Los Angeles - Temple-Beaudry,121,306.47
8423,2020-04-23,Central LA,Los Angeles - Thai Town,12,122.34
8424,2020-04-23,San Fernando Valley,Los Angeles - Toluca Lake,9,103.4
8425,2020-04-23,San Fernando Valley,Los Angeles - Toluca Terrace,,
8426,2020-04-23,San Fernando Valley,Los Angeles - Toluca Woods,,
8427,2020-04-23,Verdugos,Los Angeles - Tujunga,48,172.6
8428,2020-04-23,San Gabriel Valley,Los Angeles - University Hills,,
8429,2020-04-23,South LA,Los Angeles - University Park,58,211.25
8430,2020-04-23,San Fernando Valley,Los Angeles - Valley Glen,67,223.21
8431,2020-04-23,San Fernando Valley,Los Angeles - Valley Village,67,271.04
8432,2020-04-23,San Fernando Valley,Los Angeles - Van Nuys,206,221.04
8433,2020-04-23,Westside,Los Angeles - Venice,42,123.95
8434,2020-04-23,South LA,Los Angeles - Vermont Knolls,40,232.56
8435,2020-04-23,South LA,Los Angeles - Vermont Square,32,417.92
8436,2020-04-23,South LA,Los Angeles - Vermont Vista,78,189.38
8437,2020-04-23,South LA,Los Angeles - Vernon Central,123,236.55
8438,2020-04-23,Central LA,Los Angeles - Victoria Park,29,345.28
8439,2020-04-23,South LA,Los Angeles - View Heights,7,189.5
8440,2020-04-23,South LA,Los Angeles - Watts,66,154.66
8441,2020-04-23,Central LA,Los Angeles - Wellington Square,7,142.42
8442,2020-04-23,South LA,Los Angeles - West Adams,82,296.78
8443,2020-04-23,San Fernando Valley,Los Angeles - West Hills,43,106.06
8444,2020-04-23,Westside,Los Angeles - West Los Angeles,49,130.19
8445,2020-04-23,South LA,Los Angeles - West Vernon,138,257.25
8446,2020-04-23,South Bay,Los Angeles - Westchester,56,108.52
8447,2020-04-23,Central LA,Los Angeles - Westlake,178,299.89
8448,2020-04-23,Westside,Los Angeles - Westwood,43,79.47
8449,2020-04-23,Central LA,Los Angeles - Wholesale District,59,163.3
8450,2020-04-23,Harbor,Los Angeles - Wilmington,66,116.84
8451,2020-04-23,Central LA,Los Angeles - Wilshire Center,80,159.46
8452,2020-04-23,San Fernando Valley,Los Angeles - Winnetka,104,200.83
8453,2020-04-23,San Fernando Valley,Los Angeles - Woodland Hills,96,141.06
8454,2020-04-23,Antelope Valley,Unincorporated - Acton,8,100.36
8455,2020-04-23,Northwest County,Unincorporated - Agua Dulce,,
8456,2020-04-23,Verdugos,Unincorporated - Altadena,54,123.8
8457,2020-04-23,Antelope Valley,Unincorporated - Anaverde,,
8458,2020-04-23,Angeles Forest,Unincorporated - Angeles National Forest,,
8459,2020-04-23,San Gabriel Valley,Unincorporated - Arcadia,,
8460,2020-04-23,South LA,Unincorporated - Athens Village,12,245.05
8461,2020-04-23,San Gabriel Valley,Unincorporated - Avocado Heights,8,118.08
8462,2020-04-23,San Gabriel Valley,Unincorporated - Azusa,12,75.36
8463,2020-04-23,Eastside,Unincorporated - Bandini Islands,0,0.0
8464,2020-04-23,San Gabriel Valley,Unincorporated - Bassett,23,155.23
8465,2020-04-23,Northwest County,Unincorporated - Bouquet Canyon,0,0.0
8466,2020-04-23,San Gabriel Valley,Unincorporated - Bradbury,0,0.0
8467,2020-04-23,Northwest County,Unincorporated - Canyon Country,21,271.74
8468,2020-04-23,Northwest County,Unincorporated - Castaic,16,58.84
8469,2020-04-23,Southeast,Unincorporated - Cerritos,0,0.0
8470,2020-04-23,San Gabriel Valley,Unincorporated - Charter Oak,0,0.0
8471,2020-04-23,Pomona Valley,Unincorporated - Claremont,0,0.0
8472,2020-04-23,San Gabriel Valley,Unincorporated - Covina,19,112.97
8473,2020-04-23,South Bay,Unincorporated - Del Aire,6,136.58
8474,2020-04-23,Westside,Unincorporated - Del Rey,0,0.0
8475,2020-04-23,Antelope Valley,Unincorporated - Del Sur,,
8476,2020-04-23,Antelope Valley,Unincorporated - Desert View Highlands,,
8477,2020-04-23,San Gabriel Valley,Unincorporated - Duarte,5,112.92
8478,2020-04-23,San Gabriel Valley,Unincorporated - East Covina,0,0.0
8479,2020-04-23,Southeast,Unincorporated - East La Mirada,6,113.38
8480,2020-04-23,Antelope Valley,Unincorporated - East Lancaster,0,0.0
8481,2020-04-23,Eastside,Unincorporated - East Los Angeles,271,216.33
8482,2020-04-23,San Gabriel Valley,Unincorporated - East Pasadena,0,0.0
8483,2020-04-23,Harbor,Unincorporated - East Rancho Dominguez,16,104.52
8484,2020-04-23,Southeast,Unincorporated - East Whittier,,
8485,2020-04-23,South Bay,Unincorporated - El Camino Village,5,56.88
8486,2020-04-23,San Gabriel Valley,Unincorporated - El Monte,0,0.0
8487,2020-04-23,Northwest County,Unincorporated - Elizabeth Lake,0,0.0
8488,2020-04-23,South LA,Unincorporated - Florence-Firestone,134,207.09
8489,2020-04-23,Central LA,Unincorporated - Franklin Canyon,0,0.0
8490,2020-04-23,San Gabriel Valley,Unincorporated - Glendora,,
8491,2020-04-23,San Gabriel Valley,Unincorporated - Hacienda Heights,44,78.68
8492,2020-04-23,Harbor,Unincorporated - Harbor Gateway,0,0.0
8493,2020-04-23,South Bay,Unincorporated - Hawthorne,,
8494,2020-04-23,Antelope Valley,Unincorporated - Hi Vista,0,0.0
8495,2020-04-23,Angeles Forest,Unincorporated - Kagel/Lopez Canyons,,
8496,2020-04-23,Verdugos,Unincorporated - La Crescenta-Montrose,15,75.75
8497,2020-04-23,San Gabriel Valley,Unincorporated - La Habra Heights,0,0.0
8498,2020-04-23,Harbor,Unincorporated - La Rambla,6,289.16
8499,2020-04-23,Pomona Valley,Unincorporated - La Verne,,
8500,2020-04-23,Westside,Unincorporated - Ladera Heights,16,226.28
8501,2020-04-23,Northwest County,Unincorporated - Lake Hughes,0,0.0
8502,2020-04-23,Antelope Valley,Unincorporated - Lake Los Angeles,13,100.05
8503,2020-04-23,San Fernando Valley,Unincorporated - Lake Manor,,
8504,2020-04-23,Harbor,Unincorporated - Lakewood,0,0.0
8505,2020-04-23,South Bay,Unincorporated - Lennox,34,150.83
8506,2020-04-23,Antelope Valley,Unincorporated - Leona Valley,,
8507,2020-04-23,Antelope Valley,Unincorporated - Littlerock,,
8508,2020-04-23,Antelope Valley,Unincorporated - Littlerock/Juniper Hills,,
8509,2020-04-23,Antelope Valley,Unincorporated - Littlerock/Pearblossom,6,168.11
8510,2020-04-23,Antelope Valley,Unincorporated - Llano,,
8511,2020-04-23,Southeast,Unincorporated - Lynwood,0,0.0
8512,2020-04-23,Westside,Unincorporated - Marina del Rey,10,106.26
8513,2020-04-23,Central LA,Unincorporated - Miracle Mile,0,0.0
8514,2020-04-23,San Gabriel Valley,Unincorporated - Monrovia,5,128.83
8515,2020-04-23,Northwest County,Unincorporated - Newhall,0,0.0
8516,2020-04-23,Antelope Valley,Unincorporated - North Lancaster,0,0.0
8517,2020-04-23,San Gabriel Valley,Unincorporated - North Whittier,6,71.77
8518,2020-04-23,San Gabriel Valley,Unincorporated - Northeast San Gabriel,12,49.93
8519,2020-04-23,Antelope Valley,Unincorporated - Palmdale,,
8520,2020-04-23,South Bay,Unincorporated - Palos Verdes Peninsula,0,0.0
8521,2020-04-23,Antelope Valley,Unincorporated - Pearblossom/Llano,,
8522,2020-04-23,San Gabriel Valley,Unincorporated - Pellissier Village,0,0.0
8523,2020-04-23,Angeles Forest,Unincorporated - Placerita Canyon,0,0.0
8524,2020-04-23,Pomona Valley,Unincorporated - Pomona,0,0.0
8525,2020-04-23,Antelope Valley,Unincorporated - Quartz Hill,22,170.46
8526,2020-04-23,Harbor,Unincorporated - Rancho Dominguez,10,375.8
8527,2020-04-23,Antelope Valley,Unincorporated - Roosevelt,0,0.0
8528,2020-04-23,Southeast,Unincorporated - Rosewood,,
8529,2020-04-23,South LA,Unincorporated - Rosewood/East Gardena,0,0.0
8530,2020-04-23,Southeast,Unincorporated - Rosewood/West Rancho Dominguez,5,148.77
8531,2020-04-23,San Gabriel Valley,Unincorporated - Rowland Heights,35,68.6
8532,2020-04-23,Harbor,Unincorporated - San Clemente Island,0,0.0
8533,2020-04-23,Northwest County,Unincorporated - San Francisquito Canyon/Bouquet Canyon,0,0.0
8534,2020-04-23,San Gabriel Valley,Unincorporated - San Jose Hills,16,79.13
8535,2020-04-23,San Gabriel Valley,Unincorporated - San Pasqual,0,0.0
8536,2020-04-23,Angeles Forest,Unincorporated - Sand Canyon,0,0.0
8537,2020-04-23,Harbor,Unincorporated - Santa Catalina Island,,
8538,2020-04-23,Santa Monica Mountains,Unincorporated - Santa Monica Mountains,8,42.96
8539,2020-04-23,Northwest County,Unincorporated - Saugus,,
8540,2020-04-23,Northwest County,Unincorporated - Saugus/Canyon Country,0,0.0
8541,2020-04-23,Antelope Valley,Unincorporated - South Antelope Valley,0,0.0
8542,2020-04-23,Antelope Valley,Unincorporated - South Edwards,0,0.0
8543,2020-04-23,San Gabriel Valley,Unincorporated - South El Monte,,
8544,2020-04-23,San Gabriel Valley,Unincorporated - South San Gabriel,7,79.11
8545,2020-04-23,Southeast,Unincorporated - South Whittier,53,89.49
8546,2020-04-23,Antelope Valley,Unincorporated - Southeast Antelope Valley,0,0.0
8547,2020-04-23,Northwest County,Unincorporated - Stevenson Ranch,16,76.31
8548,2020-04-23,Antelope Valley,Unincorporated - Sun Village,,
8549,2020-04-23,San Gabriel Valley,Unincorporated - Sunrise Village,,
8550,2020-04-23,Northwest County,Unincorporated - Twin Lakes/Oat Mountain,,
8551,2020-04-23,San Fernando Valley,Unincorporated - Universal City,0,0.0
8552,2020-04-23,Northwest County,Unincorporated - Val Verde,,
8553,2020-04-23,Northwest County,Unincorporated - Valencia,,
8554,2020-04-23,San Gabriel Valley,Unincorporated - Valinda,23,98.41
8555,2020-04-23,South LA,Unincorporated - View Park/Windsor Hills,21,180.49
8556,2020-04-23,San Gabriel Valley,Unincorporated - Walnut,0,0.0
8557,2020-04-23,Southeast,Unincorporated - Walnut Park,37,229.2
8558,2020-04-23,Antelope Valley,Unincorporated - West Antelope Valley,,
8559,2020-04-23,Harbor,Unincorporated - West Carson,48,217.33
8560,2020-04-23,San Fernando Valley,Unincorporated - West Chatsworth,0,0.0
8561,2020-04-23,San Gabriel Valley,Unincorporated - West Puente Valley,8,81.34
8562,2020-04-23,Harbor,Unincorporated - West Rancho Dominguez,,
8563,2020-04-23,Southeast,Unincorporated - West Whittier/Los Nietos,25,92.85
8564,2020-04-23,South Bay,Unincorporated - Westfield/Academy Hills,0,0.0
8565,2020-04-23,San Fernando Valley,Unincorporated - Westhills,0,0.0
8566,2020-04-23,Antelope Valley,Unincorporated - White Fence Farms,,
8567,2020-04-23,San Gabriel Valley,Unincorporated - Whittier,,
8568,2020-04-23,San Gabriel Valley,Unincorporated - Whittier Narrows,0,0.0
8569,2020-04-23,South LA,Unincorporated - Willowbrook,37,105.98
8570,2020-04-23,South Bay,Unincorporated - Wiseburn,,
8571,2020-04-23,Harbor,City of Long Beach,489,105.7
8572,2020-04-23,Verdugos,City of Pasadena,263,186.49
8573,2020-04-24,Santa Monica Mountains,City of Agoura Hills,29,138.87
8574,2020-04-24,San Gabriel Valley,City of Alhambra,68,78.41
8575,2020-04-24,San Gabriel Valley,City of Arcadia,34,58.87
8576,2020-04-24,Southeast,City of Artesia,12,71.45
8577,2020-04-24,Harbor,City of Avalon,0,0.0
8578,2020-04-24,San Gabriel Valley,City of Azusa,45,89.93
8579,2020-04-24,San Gabriel Valley,City of Baldwin Park,67,87.27
8580,2020-04-24,Southeast,City of Bell,117,322.03
8581,2020-04-24,Southeast,City of Bell Gardens,80,185.74
8582,2020-04-24,Southeast,City of Bellflower,102,131.22
8583,2020-04-24,Westside,City of Beverly Hills,103,298.38
8584,2020-04-24,San Gabriel Valley,City of Bradbury,,
8585,2020-04-24,San Fernando Valley,City of Burbank,203,189.4
8586,2020-04-24,Santa Monica Mountains,City of Calabasas,33,135.67
8587,2020-04-24,Harbor,City of Carson,204,217.38
8588,2020-04-24,Southeast,City of Cerritos,47,93.87
8589,2020-04-24,Pomona Valley,City of Claremont,22,60.3
8590,2020-04-24,Southeast,City of Commerce,10,76.52
8591,2020-04-24,Southeast,City of Compton,167,167.16
8592,2020-04-24,San Gabriel Valley,City of Covina,80,163.16
8593,2020-04-24,Southeast,City of Cudahy,54,221.79
8594,2020-04-24,Westside,City of Culver City,53,132.95
8595,2020-04-24,San Gabriel Valley,City of Diamond Bar,32,55.64
8596,2020-04-24,Southeast,City of Downey,179,156.66
8597,2020-04-24,San Gabriel Valley,City of Duarte,46,208.94
8598,2020-04-24,San Gabriel Valley,City of El Monte,114,97.21
8599,2020-04-24,South Bay,City of El Segundo,25,148.93
8600,2020-04-24,South Bay,City of Gardena,130,212.04
8601,2020-04-24,Verdugos,City of Glendale,462,223.74
8602,2020-04-24,San Gabriel Valley,City of Glendora,38,72.02
8603,2020-04-24,Harbor,City of Hawaiian Gardens,9,61.32
8604,2020-04-24,South Bay,City of Hawthorne,150,168.94
8605,2020-04-24,South Bay,City of Hermosa Beach,23,116.93
8606,2020-04-24,Santa Monica Mountains,City of Hidden Hills,0,0.0
8607,2020-04-24,Southeast,City of Huntington Park,114,191.65
8608,2020-04-24,San Gabriel Valley,City of Industry,,
8609,2020-04-24,South Bay,City of Inglewood,260,228.91
8610,2020-04-24,San Gabriel Valley,City of Irwindale,,
8611,2020-04-24,Verdugos,City of La Canada Flintridge,38,183.64
8612,2020-04-24,San Gabriel Valley,City of La Habra Heights,,
8613,2020-04-24,Southeast,City of La Mirada,44,88.71
8614,2020-04-24,San Gabriel Valley,City of La Puente,33,81.09
8615,2020-04-24,Pomona Valley,City of La Verne,16,48.07
8616,2020-04-24,Harbor,City of Lakewood,72,89.59
8617,2020-04-24,Antelope Valley,City of Lancaster,231,142.97
8618,2020-04-24,South Bay,City of Lawndale,49,145.77
8619,2020-04-24,South Bay,City of Lomita,32,154.37
8620,2020-04-24,Southeast,City of Lynwood,150,208.2
8621,2020-04-24,Santa Monica Mountains,City of Malibu,28,216.03
8622,2020-04-24,South Bay,City of Manhattan Beach,64,177.78
8623,2020-04-24,Southeast,City of Maywood,51,181.82
8624,2020-04-24,San Gabriel Valley,City of Monrovia,31,79.9
8625,2020-04-24,Southeast,City of Montebello,105,163.11
8626,2020-04-24,San Gabriel Valley,City of Monterey Park,61,97.97
8627,2020-04-24,Southeast,City of Norwalk,155,144.02
8628,2020-04-24,Antelope Valley,City of Palmdale,339,213.25
8629,2020-04-24,South Bay,City of Palos Verdes Estates,37,273.63
8630,2020-04-24,Southeast,City of Paramount,112,199.92
8631,2020-04-24,Southeast,City of Pico Rivera,126,196.01
8632,2020-04-24,Pomona Valley,City of Pomona,126,80.8
8633,2020-04-24,South Bay,City of Rancho Palos Verdes,51,119.31
8634,2020-04-24,South Bay,City of Redondo Beach,95,138.29
8635,2020-04-24,South Bay,City of Rolling Hills,,
8636,2020-04-24,South Bay,City of Rolling Hills Estates,13,160.24
8637,2020-04-24,San Gabriel Valley,City of Rosemead,24,43.36
8638,2020-04-24,San Gabriel Valley,City of San Dimas,25,72.43
8639,2020-04-24,San Fernando Valley,City of San Fernando,64,260.04
8640,2020-04-24,San Gabriel Valley,City of San Gabriel,26,63.49
8641,2020-04-24,San Gabriel Valley,City of San Marino,10,75.32
8642,2020-04-24,Northwest County,City of Santa Clarita,297,134.74
8643,2020-04-24,Southeast,City of Santa Fe Springs,16,87.13
8644,2020-04-24,Westside,City of Santa Monica,147,159.01
8645,2020-04-24,San Gabriel Valley,City of Sierra Madre,5,45.5
8646,2020-04-24,Harbor,City of Signal Hill,6,50.86
8647,2020-04-24,San Gabriel Valley,City of South El Monte,12,57.46
8648,2020-04-24,Southeast,City of South Gate,202,205.8
8649,2020-04-24,San Gabriel Valley,City of South Pasadena,56,214.95
8650,2020-04-24,San Gabriel Valley,City of Temple City,44,120.7
8651,2020-04-24,South Bay,City of Torrance,230,154.09
8652,2020-04-24,Southeast,City of Vernon,0,0.0
8653,2020-04-24,San Gabriel Valley,City of Walnut,21,68.78
8654,2020-04-24,San Gabriel Valley,City of West Covina,98,90.54
8655,2020-04-24,Central LA,City of West Hollywood,130,351.82
8656,2020-04-24,Santa Monica Mountains,City of Westlake Village,6,71.77
8657,2020-04-24,San Gabriel Valley,City of Whittier,89,101.79
8658,2020-04-24,,Los Angeles,8450,208.92
8659,2020-04-24,South LA,Los Angeles - Adams-Normandie,22,268.23
8660,2020-04-24,South LA,Los Angeles - Alsace,25,200.88
8661,2020-04-24,Angeles Forest,Los Angeles - Angeles National Forest,0,0.0
8662,2020-04-24,Central LA,Los Angeles - Angelino Heights,6,239.81
8663,2020-04-24,San Fernando Valley,Los Angeles - Arleta,74,215.3
8664,2020-04-24,Northeast LA,Los Angeles - Atwater Village,20,136.37
8665,2020-04-24,South LA,Los Angeles - Baldwin Hills,50,160.64
8666,2020-04-24,Westside,Los Angeles - Bel Air,28,332.19
8667,2020-04-24,Westside,Los Angeles - Beverly Crest,31,247.5
8668,2020-04-24,Westside,Los Angeles - Beverlywood,30,227.74
8669,2020-04-24,Eastside,Los Angeles - Boyle Heights,148,170.34
8670,2020-04-24,Westside,Los Angeles - Brentwood,62,200.29
8671,2020-04-24,Central LA,Los Angeles - Brookside,0,0.0
8672,2020-04-24,Central LA,Los Angeles - Cadillac-Corning,14,196.6
8673,2020-04-24,San Fernando Valley,Los Angeles - Canoga Park,192,294.08
8674,2020-04-24,Central LA,Los Angeles - Carthay,58,403.82
8675,2020-04-24,Central LA,Los Angeles - Central,92,235.95
8676,2020-04-24,Westside,Los Angeles - Century City,30,234.52
8677,2020-04-24,South LA,Los Angeles - Century Palms/Cove,66,195.46
8678,2020-04-24,San Fernando Valley,Los Angeles - Chatsworth,66,178.08
8679,2020-04-24,Westside,Los Angeles - Cheviot Hills,16,174.46
8680,2020-04-24,Central LA,Los Angeles - Chinatown,7,87.27
8681,2020-04-24,Central LA,Los Angeles - Cloverdale/Cochran,28,192.4
8682,2020-04-24,Central LA,Los Angeles - Country Club Park,52,343.17
8683,2020-04-24,South LA,Los Angeles - Crenshaw District,44,318.17
8684,2020-04-24,Westside,Los Angeles - Del Rey,44,146.98
8685,2020-04-24,Central LA,Los Angeles - Downtown,49,178.14
8686,2020-04-24,Northeast LA,Los Angeles - Eagle Rock,74,186.92
8687,2020-04-24,Central LA,Los Angeles - East Hollywood,100,341.45
8688,2020-04-24,Central LA,Los Angeles - Echo Park,17,119.25
8689,2020-04-24,Eastside,Los Angeles - El Sereno,75,179.39
8690,2020-04-24,Central LA,Los Angeles - Elysian Park,7,122.55
