Date,Region,Area,Cases,Case Rate,CF Outbreak
2020-04-27,Antelope Valley,Unincorporated - Acton,8,100.36,
2020-04-27,Northwest County,Unincorporated - Agua Dulce,1,24.05,
2020-04-27,Verdugos,Unincorporated - Altadena,62,142.14,
2020-04-27,Antelope Valley,Unincorporated - Anaverde,1,66.31,
2020-04-27,Angeles Forest,Unincorporated - Angeles National Forest,1,80.32,
2020-04-27,San Gabriel Valley,Unincorporated - Arcadia,4,50.12,
2020-04-27,South LA,Unincorporated - Athens-Westmont,90,212.05,
2020-04-27,South LA,Unincorporated - Athens Village,13,265.47,
2020-04-27,San Gabriel Valley,Unincorporated - Avocado Heights,13,191.88,
2020-04-27,San Gabriel Valley,Unincorporated - Azusa,15,94.2,
2020-04-27,San Gabriel Valley,Unincorporated - Bassett,26,175.47,
2020-04-27,Northwest County,Unincorporated - Bouquet Canyon,0,0.0,
2020-04-27,San Gabriel Valley,Unincorporated - Bradbury,0,0.0,
2020-04-27,Northwest County,Unincorporated - Canyon Country,21,271.74,
2020-04-27,Northwest County,Unincorporated - Castaic,18,66.2,
2020-04-27,Southeast,Unincorporated - Cerritos,0,0.0,
2020-04-27,San Gabriel Valley,Unincorporated - Charter Oak,0,0.0,
2020-04-27,Pomona Valley,Unincorporated - Claremont,0,0.0,
2020-04-27,San Gabriel Valley,Unincorporated - Covina,19,112.97,
2020-04-27,South Bay,Unincorporated - Del Aire,7,159.34,
2020-04-27,Westside,Unincorporated - Del Rey,0,0.0,
2020-04-27,Antelope Valley,Unincorporated - Del Sur,2,82.82,
2020-04-27,Antelope Valley,Unincorporated - Desert View Highlands,2,80.22,
2020-04-27,San Gabriel Valley,Unincorporated - Duarte,7,158.08,
2020-04-27,San Gabriel Valley,Unincorporated - East Covina,0,0.0,
2020-04-27,Southeast,Unincorporated - East La Mirada,7,132.28,
2020-04-27,Antelope Valley,Unincorporated - East Lancaster,0,0.0,
2020-04-27,Eastside,Unincorporated - East Los Angeles,328,261.84,
2020-04-27,San Gabriel Valley,Unincorporated - East Pasadena,0,0.0,
2020-04-27,Southeast,Unincorporated - East Rancho Dominguez,19,124.12,
2020-04-27,Southeast,Unincorporated - East Whittier,4,75.39,
2020-04-27,South Bay,Unincorporated - El Camino Village,7,79.63,
2020-04-27,San Gabriel Valley,Unincorporated - El Monte,0,0.0,
2020-04-27,Antelope Valley,Unincorporated - Elizabeth Lake,1,60.2,
2020-04-27,South LA,Unincorporated - Florence-Firestone,164,253.46,
2020-04-27,Central LA,Unincorporated - Franklin Canyon,0,0.0,
2020-04-27,San Gabriel Valley,Unincorporated - Glendora,1,151.52,
2020-04-27,San Gabriel Valley,Unincorporated - Hacienda Heights,47,84.04,
2020-04-27,Harbor,Unincorporated - Harbor Gateway,0,0.0,
2020-04-27,South Bay,Unincorporated - Hawthorne,3,119.33,
2020-04-27,Antelope Valley,Unincorporated - Hi Vista,0,0.0,
2020-04-27,Angeles Forest,Unincorporated - Kagel/Lopez Canyons,1,70.82,
2020-04-27,Verdugos,Unincorporated - La Crescenta-Montrose,16,80.8,
2020-04-27,San Gabriel Valley,Unincorporated - La Habra Heights,0,0.0,
2020-04-27,Harbor,Unincorporated - La Rambla,6,289.16,
2020-04-27,Pomona Valley,Unincorporated - La Verne,1,49.02,
2020-04-27,Westside,Unincorporated - Ladera Heights,15,212.13,
2020-04-27,Northwest County,Unincorporated - Lake Hughes,0,0.0,
2020-04-27,Antelope Valley,Unincorporated - Lake Los Angeles,16,123.13,
2020-04-27,San Fernando Valley,Unincorporated - Lake Manor,3,182.59,
2020-04-27,Harbor,Unincorporated - Lakewood,0,0.0,
2020-04-27,South Bay,Unincorporated - Lennox,41,181.88,
2020-04-27,Antelope Valley,Unincorporated - Leona Valley,1,57.11,
2020-04-27,Antelope Valley,Unincorporated - Littlerock,4,99.48,
2020-04-27,Antelope Valley,Unincorporated - Littlerock/Juniper Hills,1,77.1,
2020-04-27,Antelope Valley,Unincorporated - Littlerock/Pearblossom,6,168.11,
2020-04-27,Antelope Valley,Unincorporated - Llano,1,114.03,
2020-04-27,Westside,Unincorporated - Marina del Rey,11,116.88,
2020-04-27,Central LA,Unincorporated - Miracle Mile,0,0.0,
2020-04-27,San Gabriel Valley,Unincorporated - Monrovia,6,154.6,
2020-04-27,Northwest County,Unincorporated - Newhall,0,0.0,
2020-04-27,Antelope Valley,Unincorporated - North Lancaster,0,0.0,
2020-04-27,San Gabriel Valley,Unincorporated - North Whittier,6,71.77,
2020-04-27,San Gabriel Valley,Unincorporated - Northeast San Gabriel,13,54.09,
2020-04-27,Antelope Valley,Unincorporated - Palmdale,2,237.53,
2020-04-27,South Bay,Unincorporated - Palos Verdes Peninsula,0,0.0,
2020-04-27,Antelope Valley,Unincorporated - Pearblossom/Llano,2,102.25,
2020-04-27,San Gabriel Valley,Unincorporated - Pellissier Village,0,0.0,
2020-04-27,Angeles Forest,Unincorporated - Placerita Canyon,0,0.0,
2020-04-27,San Gabriel Valley,Unincorporated - Pomona,0,0.0,
2020-04-27,Antelope Valley,Unincorporated - Quartz Hill,24,185.96,
2020-04-27,Harbor,Unincorporated - Rancho Dominguez,10,375.8,
2020-04-27,Antelope Valley,Unincorporated - Roosevelt,0,0.0,
2020-04-27,Southeast,Unincorporated - Rosewood,3,233.28,
2020-04-27,Southeast,Unincorporated - Rosewood/East Gardena,0,0.0,
2020-04-27,Southeast,Unincorporated - Rosewood/West Rancho Dominguez,7,208.27,
2020-04-27,San Gabriel Valley,Unincorporated - Rowland Heights,44,86.24,
2020-04-27,Harbor,Unincorporated - San Clemente Island,0,0.0,
2020-04-27,Northwest County,Unincorporated - San Francisquito Canyon/Bouquet Canyon,0,0.0,
2020-04-27,San Gabriel Valley,Unincorporated - San Jose Hills,19,93.96,
2020-04-27,San Gabriel Valley,Unincorporated - San Pasqual,0,0.0,
2020-04-27,Angeles Forest,Unincorporated - Sand Canyon,0,0.0,
2020-04-27,Harbor,Unincorporated - Santa Catalina Island,2,749.06,
2020-04-27,Santa Monica Mountains,Unincorporated - Santa Monica Mountains,9,48.33,
2020-04-27,Northwest County,Unincorporated - Saugus,2,1290.32,
2020-04-27,Northwest County,Unincorporated - Saugus/Canyon Country,0,0.0,
2020-04-27,Antelope Valley,Unincorporated - South Antelope Valley,0,0.0,
2020-04-27,San Gabriel Valley,Unincorporated - South El Monte,1,55.71,
2020-04-27,San Gabriel Valley,Unincorporated - South San Gabriel,7,79.11,
2020-04-27,Southeast,Unincorporated - South Whittier,60,101.31,
2020-04-27,Antelope Valley,Unincorporated - Southeast Antelope Valley,0,0.0,
2020-04-27,Northwest County,Unincorporated - Stevenson Ranch,16,76.31,
2020-04-27,Antelope Valley,Unincorporated - Sun Village,4,66.27,
2020-04-27,San Gabriel Valley,Unincorporated - Sunrise Village,1,77.16,
2020-04-27,Northwest County,Unincorporated - Twin Lakes/Oat Mountain,4,241.25,
2020-04-27,Northwest County,Unincorporated - Val Verde,34,1027.5,
2020-04-27,Northwest County,Unincorporated - Valencia,4,130.21,
2020-04-27,San Gabriel Valley,Unincorporated - Valinda,26,111.25,
2020-04-27,South LA,Unincorporated - View Park/Windsor Hills,23,197.68,
2020-04-27,Southeast,Unincorporated - Walnut Park,40,247.79,
2020-04-27,Antelope Valley,Unincorporated - West Antelope Valley,2,132.36,
2020-04-27,Harbor,Unincorporated - West Carson,54,244.5,
2020-04-27,San Fernando Valley,Unincorporated - West Chatsworth,0,0.0,
2020-04-27,San Gabriel Valley,Unincorporated - West Puente Valley,13,132.18,
2020-04-27,Harbor,Unincorporated - West Rancho Dominguez,2,147.17,
2020-04-27,Southeast,Unincorporated - West Whittier/Los Nietos,30,111.42,
2020-04-27,South Bay,Unincorporated - Westfield/Academy Hills,0,0.0,
2020-04-27,San Fernando Valley,Unincorporated - Westhills,0,0.0,
2020-04-27,Antelope Valley,Unincorporated - White Fence Farms,2,54.3,
2020-04-27,San Gabriel Valley,Unincorporated - Whittier,4,105.71,
2020-04-27,San Gabriel Valley,Unincorporated - Whittier Narrows,0,0.0,
2020-04-27,South LA,Unincorporated - Willowbrook,41,117.43,
2020-04-27,South Bay,Unincorporated - Wiseburn,5,82.96,
2020-04-27,Harbor,City of Long Beach,576,122.85,
2020-04-27,Verdugos,City of Pasadena,325,230.1,
2020-04-28,Santa Monica Mountains,City of Agoura Hills,30,143.66,
2020-04-28,San Gabriel Valley,City of Alhambra,82,94.55,
2020-04-28,San Gabriel Valley,City of Arcadia,37,64.06,
2020-04-28,Southeast,City of Artesia,13,77.4,
2020-04-28,Harbor,City of Avalon,0,0.0,
2020-04-28,San Gabriel Valley,City of Azusa,61,121.9,
2020-04-28,San Gabriel Valley,City of Baldwin Park,77,100.3,
2020-04-28,Southeast,City of Bell,119,327.53,
2020-04-28,Southeast,City of Bell Gardens,90,208.96,
2020-04-28,Southeast,City of Bellflower,114,146.65,
2020-04-28,Westside,City of Beverly Hills,105,304.17,
2020-04-28,San Gabriel Valley,City of Bradbury,1,93.55,
2020-04-28,San Fernando Valley,City of Burbank,226,210.86,
2020-04-28,Santa Monica Mountains,City of Calabasas,35,143.9,
2020-04-28,Harbor,City of Carson,228,242.95,
2020-04-28,Southeast,City of Cerritos,49,97.87,
2020-04-28,Pomona Valley,City of Claremont,22,60.3,
2020-04-28,Southeast,City of Commerce,11,84.17,
2020-04-28,Southeast,City of Compton,190,190.18,
2020-04-28,San Gabriel Valley,City of Covina,86,175.4,
2020-04-28,Southeast,City of Cudahy,63,258.76,
2020-04-28,Westside,City of Culver City,58,145.49,
2020-04-28,San Gabriel Valley,City of Diamond Bar,34,59.12,
2020-04-28,Southeast,City of Downey,195,170.66,
2020-04-28,San Gabriel Valley,City of Duarte,52,236.19,
2020-04-28,San Gabriel Valley,City of El Monte,133,113.41,
2020-04-28,South Bay,City of El Segundo,27,160.85,
2020-04-28,South Bay,City of Gardena,142,231.61,
2020-04-28,Verdugos,City of Glendale,502,243.11,
2020-04-28,San Gabriel Valley,City of Glendora,42,79.6,
2020-04-28,Harbor,City of Hawaiian Gardens,9,61.32,
2020-04-28,South Bay,City of Hawthorne,161,181.33,
2020-04-28,South Bay,City of Hermosa Beach,23,116.93,
2020-04-28,Santa Monica Mountains,City of Hidden Hills,0,0.0,
2020-04-28,Southeast,City of Huntington Park,132,221.91,
2020-04-28,San Gabriel Valley,City of Industry,1,228.83,
2020-04-28,South Bay,City of Inglewood,290,255.32,
2020-04-28,San Gabriel Valley,City of Irwindale,2,137.08,
2020-04-28,Verdugos,City of La Canada Flintridge,37,178.8,
2020-04-28,San Gabriel Valley,City of La Habra Heights,2,36.66,
2020-04-28,Southeast,City of La Mirada,55,110.89,
2020-04-28,San Gabriel Valley,City of La Puente,36,88.46,
2020-04-28,Pomona Valley,City of La Verne,16,48.07,
2020-04-28,Harbor,City of Lakewood,75,93.33,
2020-04-28,Antelope Valley,City of Lancaster,280,173.3,
2020-04-28,South Bay,City of Lawndale,53,157.67,
2020-04-28,South Bay,City of Lomita,32,154.37,
2020-04-28,Southeast,City of Lynwood,163,226.24,
2020-04-28,Santa Monica Mountains,City of Malibu,28,216.03,
2020-04-28,South Bay,City of Manhattan Beach,66,183.34,
2020-04-28,Southeast,City of Maywood,60,213.91,
2020-04-28,San Gabriel Valley,City of Monrovia,39,100.52,
2020-04-28,Southeast,City of Montebello,119,184.85,
2020-04-28,San Gabriel Valley,City of Monterey Park,65,104.4,
2020-04-28,Southeast,City of Norwalk,173,160.75,
2020-04-28,Antelope Valley,City of Palmdale,379,238.41,
2020-04-28,South Bay,City of Palos Verdes Estates,37,273.63,
2020-04-28,Southeast,City of Paramount,118,210.63,
2020-04-28,Southeast,City of Pico Rivera,147,228.67,
2020-04-28,Pomona Valley,City of Pomona,151,96.84,
2020-04-28,South Bay,City of Rancho Palos Verdes,56,131.0,
2020-04-28,South Bay,City of Redondo Beach,103,149.93,
2020-04-28,South Bay,City of Rolling Hills,1,51.55,
2020-04-28,South Bay,City of Rolling Hills Estates,13,160.24,
2020-04-28,San Gabriel Valley,City of Rosemead,30,54.2,
2020-04-28,San Gabriel Valley,City of San Dimas,27,78.22,
2020-04-28,San Fernando Valley,City of San Fernando,77,312.86,
2020-04-28,San Gabriel Valley,City of San Gabriel,29,70.81,
2020-04-28,San Gabriel Valley,City of San Marino,11,82.85,
2020-04-28,Northwest County,City of Santa Clarita,332,150.62,
2020-04-28,Southeast,City of Santa Fe Springs,17,92.57,
2020-04-28,Westside,City of Santa Monica,156,168.75,
2020-04-28,San Gabriel Valley,City of Sierra Madre,5,45.5,
2020-04-28,Harbor,City of Signal Hill,7,59.34,
2020-04-28,San Gabriel Valley,City of South El Monte,22,105.34,
2020-04-28,Southeast,City of South Gate,226,230.25,
2020-04-28,San Gabriel Valley,City of South Pasadena,68,261.01,
2020-04-28,San Gabriel Valley,City of Temple City,48,131.67,
2020-04-28,South Bay,City of Torrance,245,164.13,
2020-04-28,Southeast,City of Vernon,0,0.0,
2020-04-28,San Gabriel Valley,City of Walnut,23,75.33,
2020-04-28,San Gabriel Valley,City of West Covina,119,109.95,
2020-04-28,Central LA,City of West Hollywood,134,362.64,
2020-04-28,Santa Monica Mountains,City of Westlake Village,6,71.77,
2020-04-28,San Gabriel Valley,City of Whittier,108,123.52,
2020-04-28,,Los Angeles,9697,239.75,
2020-04-28,South LA,Los Angeles - Adams-Normandie,26,317.0,
2020-04-28,South LA,Los Angeles - Alsace,26,208.92,
2020-04-28,Angeles Forest,Los Angeles - Angeles National Forest,0,0.0,
2020-04-28,Central LA,Los Angeles - Angelino Heights,6,239.81,
2020-04-28,San Fernando Valley,Los Angeles - Arleta,91,264.77,
2020-04-28,Northeast LA,Los Angeles - Atwater Village,23,156.83,
2020-04-28,South LA,Los Angeles - Baldwin Hills,57,183.13,
2020-04-28,Westside,Los Angeles - Bel Air,29,344.05,
2020-04-28,Westside,Los Angeles - Beverly Crest,32,255.49,
2020-04-28,Westside,Los Angeles - Beverlywood,30,227.74,
2020-04-28,Eastside,Los Angeles - Boyle Heights,175,201.42,
2020-04-28,Westside,Los Angeles - Brentwood,64,206.75,
2020-04-28,Central LA,Los Angeles - Brookside,0,0.0,
2020-04-28,Central LA,Los Angeles - Cadillac-Corning,17,238.73,
2020-04-28,San Fernando Valley,Los Angeles - Canoga Park,223,341.56,
2020-04-28,Central LA,Los Angeles - Carthay,65,452.55,
2020-04-28,South LA,Los Angeles - Central,106,271.85,
2020-04-28,Westside,Los Angeles - Century City,30,234.52,
2020-04-28,South LA,Los Angeles - Century Palms/Cove,80,236.92,
2020-04-28,San Fernando Valley,Los Angeles - Chatsworth,75,202.37,
2020-04-28,Westside,Los Angeles - Cheviot Hills,16,174.46,
2020-04-28,Central LA,Los Angeles - Chinatown,9,112.21,
2020-04-28,Central LA,Los Angeles - Cloverdale/Cochran,33,226.76,
2020-04-28,Central LA,Los Angeles - Country Club Park,58,382.76,
2020-04-28,South LA,Los Angeles - Crenshaw District,44,318.17,
2020-04-28,Central LA,Los Angeles - Crestview,61,536.59,
2020-04-28,Westside,Los Angeles - Del Rey,46,153.66,
2020-04-28,Central LA,Los Angeles - Downtown,57,207.22,
2020-04-28,Northeast LA,Los Angeles - Eagle Rock,82,207.13,
2020-04-28,Central LA,Los Angeles - East Hollywood,118,402.91,
2020-04-28,Central LA,Los Angeles - Echo Park,17,119.25,
2020-04-28,Eastside,Los Angeles - El Sereno,88,210.49,
2020-04-28,Central LA,Los Angeles - Elysian Park,9,157.56,
2020-04-28,Northeast LA,Los Angeles - Elysian Valley,19,186.81,
2020-04-28,San Fernando Valley,Los Angeles - Encino,80,177.1,
2020-04-28,South LA,Los Angeles - Exposition,3,90.2,
2020-04-28,South LA,Los Angeles - Exposition Park,124,276.06,
2020-04-28,Central LA,Los Angeles - Faircrest Heights,2,55.56,
2020-04-28,South LA,Los Angeles - Figueroa Park Square,20,229.33,
2020-04-28,South LA,Los Angeles - Florence-Firestone,122,257.14,
2020-04-28,Northeast LA,Los Angeles - Glassell Park,102,322.74,
2020-04-28,South LA,Los Angeles - Gramercy Place,26,241.55,
2020-04-28,San Fernando Valley,Los Angeles - Granada Hills,108,185.6,
2020-04-28,South LA,Los Angeles - Green Meadows,50,232.5,
2020-04-28,Central LA,Los Angeles - Hancock Park,62,363.87,
2020-04-28,Harbor,Los Angeles - Harbor City,42,144.48,
2020-04-28,Harbor,Los Angeles - Harbor Gateway,59,135.32,
2020-04-28,Harbor,Los Angeles - Harbor Pines,0,0.0,
2020-04-28,Central LA,Los Angeles - Harvard Heights,54,299.42,
2020-04-28,South LA,Los Angeles - Harvard Park,112,295.24,
2020-04-28,Northeast LA,Los Angeles - Highland Park,78,161.19,
2020-04-28,Central LA,Los Angeles - Historic Filipinotown,54,389.33,
2020-04-28,Central LA,Los Angeles - Hollywood,182,266.65,
2020-04-28,Central LA,Los Angeles - Hollywood Hills,57,193.65,
2020-04-28,South LA,Los Angeles - Hyde Park,56,196.21,
2020-04-28,South LA,Los Angeles - Jefferson Park,18,222.97,
2020-04-28,Central LA,Los Angeles - Koreatown,119,230.21,
2020-04-28,Central LA,Los Angeles - Lafayette Square,12,263.22,
2020-04-28,San Fernando Valley,Los Angeles - Lake Balboa,76,180.07,
2020-04-28,San Fernando Valley,Los Angeles - Lakeview Terrace,49,373.11,
2020-04-28,South LA,Los Angeles - Leimert Park,31,203.48,
2020-04-28,Eastside,Los Angeles - Lincoln Heights,66,202.47,
2020-04-28,Central LA,Los Angeles - Little Armenia,81,1009.35,
2020-04-28,Central LA,Los Angeles - Little Bangladesh,65,229.33,
2020-04-28,Central LA,Los Angeles - Little Tokyo,5,159.59,
2020-04-28,Central LA,Los Angeles - Longwood,14,325.28,
2020-04-28,Central LA,Los Angeles - Los Feliz,33,152.72,
2020-04-28,South LA,Los Angeles - Manchester Square,13,152.3,
2020-04-28,Westside,Los Angeles - Mandeville Canyon,1,32.01,
2020-04-28,Westside,Los Angeles - Mar Vista,52,122.44,
2020-04-28,Westside,Los Angeles - Marina Peninsula,9,206.42,
2020-04-28,Central LA,Los Angeles - Melrose,313,402.85,
2020-04-28,Central LA,Los Angeles - Mid-city,35,232.87,
2020-04-28,Central LA,Los Angeles - Miracle Mile,35,194.61,
2020-04-28,San Fernando Valley,Los Angeles - Mission Hills,63,261.15,
2020-04-28,Northeast LA,Los Angeles - Mt. Washington,35,144.96,
2020-04-28,San Fernando Valley,Los Angeles - North Hills,141,228.99,
2020-04-28,San Fernando Valley,Los Angeles - North Hollywood,314,207.37,
2020-04-28,San Fernando Valley,Los Angeles - Northridge,150,214.91,
2020-04-28,Westside,Los Angeles - Pacific Palisades,36,169.09,
2020-04-28,San Fernando Valley,Los Angeles - Pacoima,224,290.99,
2020-04-28,Westside,Los Angeles - Palisades Highlands,3,78.0,
2020-04-28,Westside,Los Angeles - Palms,101,230.19,
2020-04-28,San Fernando Valley,Los Angeles - Panorama City,244,324.25,
2020-04-28,Central LA,Los Angeles - Park La Brea,11,81.0,
2020-04-28,Central LA,Los Angeles - Pico-Union,171,408.68,
2020-04-28,South Bay,Los Angeles - Playa Del Rey,1,31.29,
2020-04-28,Westside,Los Angeles - Playa Vista,19,173.56,
2020-04-28,San Fernando Valley,Los Angeles - Porter Ranch,52,146.12,
2020-04-28,Westside,Los Angeles - Rancho Park,11,167.68,
2020-04-28,Central LA,Los Angeles - Regent Square,2,71.94,
2020-04-28,San Fernando Valley,Los Angeles - Reseda,178,232.32,
2020-04-28,San Fernando Valley,Los Angeles - Reseda Ranch,17,366.7,
2020-04-28,Central LA,Los Angeles - Reynier Village,8,189.21,
2020-04-28,Harbor,Los Angeles - San Pedro,185,237.06,
2020-04-28,San Fernando Valley,Los Angeles - Shadow Hills,10,225.12,
2020-04-28,San Fernando Valley,Los Angeles - Sherman Oaks,119,136.38,
2020-04-28,Central LA,Los Angeles - Silverlake,107,242.72,
2020-04-28,Central LA,Los Angeles - South Carthay,24,226.52,
2020-04-28,South LA,Los Angeles - South Park,108,284.5,
2020-04-28,Central LA,Los Angeles - St Elmo Village,13,283.6,
2020-04-28,San Fernando Valley,Los Angeles - Studio City,36,160.43,
2020-04-28,San Fernando Valley,Los Angeles - Sun Valley,107,203.88,
2020-04-28,Verdugos,Los Angeles - Sunland,72,352.8,
2020-04-28,Central LA,Los Angeles - Sycamore Square,0,0.0,
2020-04-28,San Fernando Valley,Los Angeles - Sylmar,299,362.87,
2020-04-28,San Fernando Valley,Los Angeles - Tarzana,71,229.95,
2020-04-28,Central LA,Los Angeles - Temple-Beaudry,142,359.66,
2020-04-28,Central LA,Los Angeles - Thai Town,12,122.34,
2020-04-28,San Fernando Valley,Los Angeles - Toluca Lake,9,103.4,
2020-04-28,San Fernando Valley,Los Angeles - Toluca Terrace,2,153.14,
2020-04-28,San Fernando Valley,Los Angeles - Toluca Woods,3,161.46,
2020-04-28,Verdugos,Los Angeles - Tujunga,63,226.54,
2020-04-28,Eastside,Los Angeles - University Hills,4,116.65,
2020-04-28,South LA,Los Angeles - University Park,73,265.88,
2020-04-28,San Fernando Valley,Los Angeles - Valley Glen,79,263.19,
2020-04-28,San Fernando Valley,Los Angeles - Valley Village,86,347.9,
2020-04-28,San Fernando Valley,Los Angeles - Van Nuys,257,275.77,
