Date,Area,Region,Cases,Case Rate,CF Outbreak
2020-05-15,Unincorporated - Littlerock/Juniper Hills,Antelope Valley,2,154.2,False
2020-05-15,Unincorporated - Littlerock/Pearblossom,Antelope Valley,13,364.25,False
2020-05-15,Unincorporated - Llano,Antelope Valley,1,114.03,False
2020-05-15,Unincorporated - Marina del Rey,Westside,13,138.14,False
2020-05-15,Unincorporated - Miracle Mile,Central LA,0,0.0,False
2020-05-15,Unincorporated - Monrovia,San Gabriel Valley,15,386.5,False
2020-05-15,Unincorporated - Newhall,Northwest County,0,0.0,False
2020-05-15,Unincorporated - North Lancaster,Antelope Valley,4,333.89,False
2020-05-15,Unincorporated - North Whittier,San Gabriel Valley,7,83.73,False
2020-05-15,Unincorporated - Northeast San Gabriel,San Gabriel Valley,27,112.33,False
2020-05-15,Unincorporated - Palmdale,Antelope Valley,4,475.06,False
2020-05-15,Unincorporated - Palos Verdes Peninsula,South Bay,0,0.0,False
2020-05-15,Unincorporated - Pearblossom/Llano,Antelope Valley,2,102.25,False
2020-05-15,Unincorporated - Pellissier Village,San Gabriel Valley,0,0.0,False
2020-05-15,Unincorporated - Placerita Canyon,Angeles Forest,0,0.0,False
2020-05-15,Unincorporated - Pomona,San Gabriel Valley,1,51.6,False
2020-05-15,Unincorporated - Quartz Hill,Antelope Valley,30,232.45,False
2020-05-15,Unincorporated - Rancho Dominguez,Harbor,13,488.54,False
2020-05-15,Unincorporated - Roosevelt,Antelope Valley,0,0.0,False
2020-05-15,Unincorporated - Rosewood,Southeast,5,388.8,False
2020-05-15,Unincorporated - Rosewood/East Gardena,Southeast,0,0.0,False
2020-05-15,Unincorporated - Rosewood/West Rancho Dominguez,Southeast,15,446.3,False
2020-05-15,Unincorporated - Rowland Heights,San Gabriel Valley,80,156.8,False
2020-05-15,Unincorporated - San Clemente Island,Harbor,0,0.0,False
2020-05-15,Unincorporated - San Francisquito Canyon/Bouquet Canyon,Northwest County,0,0.0,False
2020-05-15,Unincorporated - San Jose Hills,San Gabriel Valley,36,178.03,False
2020-05-15,Unincorporated - San Pasqual,San Gabriel Valley,1,49.14,False
2020-05-15,Unincorporated - Sand Canyon,Angeles Forest,0,0.0,False
2020-05-15,Unincorporated - Santa Catalina Island,Harbor,2,749.06,False
2020-05-15,Unincorporated - Santa Monica Mountains,Santa Monica Mountains,20,107.41,False
2020-05-15,Unincorporated - Saugus,Northwest County,4,2580.65,False
2020-05-15,Unincorporated - Saugus/Canyon Country,Northwest County,0,0.0,False
2020-05-15,Unincorporated - South Antelope Valley,Antelope Valley,0,0.0,False
2020-05-15,Unincorporated - South El Monte,San Gabriel Valley,2,111.42,False
2020-05-15,Unincorporated - South San Gabriel,San Gabriel Valley,23,259.95,False
2020-05-15,Unincorporated - South Whittier,Southeast,96,162.1,False
2020-05-15,Unincorporated - Southeast Antelope Valley,Antelope Valley,0,0.0,False
2020-05-15,Unincorporated - Stevenson Ranch,Northwest County,27,128.78,False
2020-05-15,Unincorporated - Sun Village,Antelope Valley,8,132.54,False
2020-05-15,Unincorporated - Sunrise Village,San Gabriel Valley,2,154.32,False
2020-05-15,Unincorporated - Twin Lakes/Oat Mountain,Northwest County,4,241.25,False
2020-05-15,Unincorporated - Val Verde,Northwest County,13,392.87,False
2020-05-15,Unincorporated - Valencia,Northwest County,6,195.31,False
2020-05-15,Unincorporated - Valinda,San Gabriel Valley,42,179.71,False
2020-05-15,Unincorporated - View Park/Windsor Hills,South LA,29,249.25,False
2020-05-15,Unincorporated - Walnut Park,Southeast,65,402.65,False
2020-05-15,Unincorporated - West Antelope Valley,Antelope Valley,2,132.36,False
2020-05-15,Unincorporated - West Carson,Harbor,81,366.75,False
2020-05-15,Unincorporated - West Chatsworth,San Fernando Valley,0,0.0,False
2020-05-15,Unincorporated - West Puente Valley,San Gabriel Valley,30,305.03,False
2020-05-15,Unincorporated - West Rancho Dominguez,Harbor,3,220.75,False
2020-05-15,Unincorporated - West Whittier/Los Nietos,Southeast,78,289.69,False
2020-05-15,Unincorporated - Westfield/Academy Hills,South Bay,0,0.0,False
2020-05-15,Unincorporated - Westhills,San Fernando Valley,0,0.0,False
2020-05-15,Unincorporated - White Fence Farms,Antelope Valley,2,54.3,False
2020-05-15,Unincorporated - Whittier,San Gabriel Valley,6,158.56,False
2020-05-15,Unincorporated - Whittier Narrows,San Gabriel Valley,0,0.0,False
2020-05-15,Unincorporated - Willowbrook,South LA,107,306.48,False
2020-05-15,Unincorporated - Wiseburn,South Bay,9,149.33,False
2020-05-15,City of Long Beach,Harbor,1157,246.76,False
2020-05-15,City of Pasadena,Verdugos,662,468.69,False
2020-05-16,City of Agoura Hills,Santa Monica Mountains,33,158.02,False
2020-05-16,City of Alhambra,San Gabriel Valley,148,170.66,False
2020-05-16,City of Arcadia,San Gabriel Valley,65,112.55,False
2020-05-16,City of Artesia,Southeast,20,119.08,False
2020-05-16,City of Avalon,Harbor,0,0.0,False
2020-05-16,City of Azusa,San Gabriel Valley,117,233.81,False
2020-05-16,City of Baldwin Park,San Gabriel Valley,191,248.8,False
2020-05-16,City of Bell,Southeast,183,503.69,False
2020-05-16,City of Bell Gardens,Southeast,158,366.84,False
2020-05-16,City of Bellflower,Southeast,236,303.6,False
2020-05-16,City of Beverly Hills,Westside,124,359.21,False
2020-05-16,City of Bradbury,San Gabriel Valley,2,187.09,False
2020-05-16,City of Burbank,San Fernando Valley,342,319.09,False
2020-05-16,City of Calabasas,Santa Monica Mountains,50,205.57,False
2020-05-16,City of Carson,Harbor,341,363.36,False
2020-05-16,City of Cerritos,Southeast,83,165.78,False
2020-05-16,City of Claremont,Pomona Valley,30,82.23,False
2020-05-16,City of Commerce,Southeast,22,168.34,False
2020-05-16,City of Compton,Southeast,352,352.34,False
2020-05-16,City of Covina,San Gabriel Valley,122,248.82,False
2020-05-16,City of Cudahy,Southeast,115,472.34,False
2020-05-16,City of Culver City,Westside,127,318.58,False
2020-05-16,City of Diamond Bar,San Gabriel Valley,47,81.72,False
2020-05-16,City of Downey,Southeast,398,348.32,False
2020-05-16,City of Duarte,San Gabriel Valley,95,431.5,False
2020-05-16,City of El Monte,San Gabriel Valley,319,272.02,False
2020-05-16,City of El Segundo,South Bay,31,184.68,False
2020-05-16,City of Gardena,South Bay,206,336.0,False
2020-05-16,City of Glendale,Verdugos,833,403.4,False
2020-05-16,City of Glendora,San Gabriel Valley,89,168.68,False
2020-05-16,City of Hawaiian Gardens,Harbor,22,149.9,False
2020-05-16,City of Hawthorne,South Bay,299,336.76,False
2020-05-16,City of Hermosa Beach,South Bay,26,132.18,False
2020-05-16,City of Hidden Hills,Santa Monica Mountains,1,52.91,False
2020-05-16,City of Huntington Park,Southeast,261,438.77,False
2020-05-16,City of Industry,San Gabriel Valley,10,2288.33,False
2020-05-16,City of Inglewood,South Bay,472,415.56,False
2020-05-16,City of Irwindale,San Gabriel Valley,4,274.16,False
2020-05-16,City of La Canada Flintridge,Verdugos,47,227.13,False
2020-05-16,City of La Habra Heights,San Gabriel Valley,8,146.65,False
2020-05-16,City of La Mirada,Southeast,118,237.91,False
2020-05-16,City of La Puente,San Gabriel Valley,65,159.72,False
2020-05-16,City of La Verne,Pomona Valley,24,72.11,False
2020-05-16,City of Lakewood,Harbor,130,161.77,False
2020-05-16,City of Lancaster,Antelope Valley,463,286.56,True
2020-05-16,City of Lawndale,South Bay,84,249.9,False
2020-05-16,City of Lomita,South Bay,45,217.09,False
2020-05-16,City of Lynwood,Southeast,322,446.93,True
2020-05-16,City of Malibu,Santa Monica Mountains,34,262.33,False
2020-05-16,City of Manhattan Beach,South Bay,73,202.78,False
2020-05-16,City of Maywood,Southeast,127,452.78,False
2020-05-16,City of Monrovia,San Gabriel Valley,120,309.28,False
2020-05-16,City of Montebello,Southeast,245,380.58,False
2020-05-16,City of Monterey Park,San Gabriel Valley,117,187.92,False
2020-05-16,City of Norwalk,Southeast,286,265.74,False
2020-05-16,City of Palmdale,Antelope Valley,556,349.76,False
2020-05-16,City of Palos Verdes Estates,South Bay,42,310.6,False
2020-05-16,City of Paramount,Southeast,197,351.64,False
2020-05-16,City of Pico Rivera,Southeast,325,505.57,False
2020-05-16,City of Pomona,Pomona Valley,297,190.47,False
2020-05-16,City of Rancho Palos Verdes,South Bay,77,180.13,False
2020-05-16,City of Redondo Beach,South Bay,123,179.05,False
2020-05-16,City of Rolling Hills,South Bay,2,103.09,False
2020-05-16,City of Rolling Hills Estates,South Bay,13,160.24,False
2020-05-16,City of Rosemead,San Gabriel Valley,66,119.24,False
2020-05-16,City of San Dimas,San Gabriel Valley,39,112.99,False
2020-05-16,City of San Fernando,San Fernando Valley,157,637.9,False
2020-05-16,City of San Gabriel,San Gabriel Valley,81,197.78,False
2020-05-16,City of San Marino,San Gabriel Valley,19,143.1,False
2020-05-16,City of Santa Clarita,Northwest County,576,261.31,False
2020-05-16,City of Santa Fe Springs,Southeast,36,196.04,False
2020-05-16,City of Santa Monica,Westside,240,259.61,False
2020-05-16,City of Sierra Madre,San Gabriel Valley,8,72.8,False
2020-05-16,City of Signal Hill,Harbor,17,144.1,False
2020-05-16,City of South El Monte,San Gabriel Valley,52,248.98,False
2020-05-16,City of South Gate,Southeast,360,366.77,False
2020-05-16,City of South Pasadena,San Gabriel Valley,110,422.22,False
2020-05-16,City of Temple City,San Gabriel Valley,107,293.51,False
2020-05-16,City of Torrance,South Bay,337,225.77,False
2020-05-16,City of Vernon,Southeast,1,478.47,False
2020-05-16,City of Walnut,San Gabriel Valley,32,104.81,False
2020-05-16,City of West Covina,San Gabriel Valley,202,186.63,False
2020-05-16,City of West Hollywood,Central LA,154,416.77,False
2020-05-16,City of Westlake Village,Santa Monica Mountains,6,71.77,False
2020-05-16,City of Whittier,San Gabriel Valley,210,240.19,False
2020-05-16,Los Angeles,,17969,444.27,False
2020-05-16,Los Angeles - Adams-Normandie,South LA,35,426.73,False
2020-05-16,Los Angeles - Alsace,South LA,38,305.34,False
2020-05-16,Los Angeles - Angeles National Forest,Angeles Forest,0,0.0,False
2020-05-16,Los Angeles - Angelino Heights,Central LA,12,479.62,False
2020-05-16,Los Angeles - Arleta,San Fernando Valley,193,561.54,False
2020-05-16,Los Angeles - Atwater Village,Northeast LA,39,265.92,False
2020-05-16,Los Angeles - Baldwin Hills,South LA,111,356.63,False
2020-05-16,Los Angeles - Bel Air,Westside,32,379.64,False
2020-05-16,Los Angeles - Beverly Crest,Westside,36,287.43,False
2020-05-16,Los Angeles - Beverlywood,Westside,34,258.1,False
2020-05-16,Los Angeles - Boyle Heights,Eastside,388,446.57,True
2020-05-16,Los Angeles - Brentwood,Westside,74,239.06,False
2020-05-16,Los Angeles - Brookside,Central LA,0,0.0,False
2020-05-16,Los Angeles - Cadillac-Corning,Central LA,26,365.12,False
2020-05-16,Los Angeles - Canoga Park,San Fernando Valley,420,643.29,False
2020-05-16,Los Angeles - Carthay,Central LA,71,494.33,False
2020-05-16,Los Angeles - Central,South LA,232,594.99,False
2020-05-16,Los Angeles - Century City,Westside,33,257.97,False
2020-05-16,Los Angeles - Century Palms/Cove,South LA,152,450.16,False
2020-05-16,Los Angeles - Chatsworth,San Fernando Valley,151,407.44,False
2020-05-16,Los Angeles - Cheviot Hills,Westside,19,207.17,False
2020-05-16,Los Angeles - Chinatown,Central LA,14,174.54,False
2020-05-16,Los Angeles - Cloverdale/Cochran,Central LA,50,343.57,False
2020-05-16,Los Angeles - Country Club Park,Central LA,79,521.35,False
2020-05-16,Los Angeles - Crenshaw District,South LA,62,448.33,False
2020-05-16,Los Angeles - Crestview,Central LA,78,686.14,False
2020-05-16,Los Angeles - Del Rey,Westside,62,207.11,False
2020-05-16,Los Angeles - Downtown,Central LA,96,349.0,True
2020-05-16,Los Angeles - Eagle Rock,Northeast LA,141,356.16,False
2020-05-16,Los Angeles - East Hollywood,Central LA,187,638.51,False
2020-05-16,Los Angeles - Echo Park,Central LA,40,280.58,False
2020-05-16,Los Angeles - El Sereno,Eastside,131,313.34,False
2020-05-16,Los Angeles - Elysian Park,Central LA,12,210.08,False
2020-05-16,Los Angeles - Elysian Valley,Northeast LA,37,363.78,False
2020-05-16,Los Angeles - Encino,San Fernando Valley,111,245.73,False
2020-05-16,Los Angeles - Exposition,South LA,6,180.4,False
2020-05-16,Los Angeles - Exposition Park,South LA,198,440.81,False
2020-05-16,Los Angeles - Faircrest Heights,Central LA,4,111.11,False
2020-05-16,Los Angeles - Figueroa Park Square,South LA,27,309.6,False
2020-05-16,Los Angeles - Florence-Firestone,South LA,250,526.93,False
2020-05-16,Los Angeles - Glassell Park,Northeast LA,152,480.95,False
2020-05-16,Los Angeles - Gramercy Place,South LA,51,473.8,False
2020-05-16,Los Angeles - Granada Hills,San Fernando Valley,217,372.91,False
2020-05-16,Los Angeles - Green Meadows,South LA,109,506.86,False
2020-05-16,Los Angeles - Hancock Park,Central LA,71,416.69,False
2020-05-16,Los Angeles - Harbor City,Harbor,64,220.16,False
2020-05-16,Los Angeles - Harbor Gateway,Harbor,100,229.36,False
2020-05-16,Los Angeles - Harbor Pines,Harbor,6,249.07,False
2020-05-16,Los Angeles - Harvard Heights,Central LA,95,526.75,False
2020-05-16,Los Angeles - Harvard Park,South LA,200,527.22,False
2020-05-16,Los Angeles - Highland Park,Northeast LA,139,287.24,False
2020-05-16,Los Angeles - Historic Filipinotown,Central LA,96,692.14,False
2020-05-16,Los Angeles - Hollywood,Central LA,230,336.98,False
2020-05-16,Los Angeles - Hollywood Hills,Central LA,76,258.2,False
2020-05-16,Los Angeles - Hyde Park,South LA,109,381.91,False
2020-05-16,Los Angeles - Jefferson Park,South LA,29,359.22,False
2020-05-16,Los Angeles - Koreatown,Central LA,207,400.44,False
2020-05-16,Los Angeles - Lafayette Square,Central LA,15,329.02,False
2020-05-16,Los Angeles - Lake Balboa,San Fernando Valley,150,355.4,False
2020-05-16,Los Angeles - Lakeview Terrace,San Fernando Valley,84,639.61,False
2020-05-16,Los Angeles - Leimert Park,South LA,45,295.37,False
2020-05-16,Los Angeles - Lincoln Heights,Eastside,182,558.33,False
2020-05-16,Los Angeles - Little Armenia,Central LA,166,2068.54,False
2020-05-16,Los Angeles - Little Bangladesh,Central LA,105,370.46,False
2020-05-16,Los Angeles - Little Tokyo,Central LA,10,319.18,False
2020-05-16,Los Angeles - Longwood,Central LA,17,394.98,False
2020-05-16,Los Angeles - Los Feliz,Central LA,43,199.0,False
2020-05-16,Los Angeles - Manchester Square,South LA,18,210.87,False
2020-05-16,Los Angeles - Mandeville Canyon,Westside,1,32.01,False
2020-05-16,Los Angeles - Mar Vista,Westside,70,164.82,False
2020-05-16,Los Angeles - Marina Peninsula,Westside,9,206.42,False
2020-05-16,Los Angeles - Melrose,Central LA,454,584.33,False
2020-05-16,Los Angeles - Mid-city,Central LA,44,292.75,False
2020-05-16,Los Angeles - Miracle Mile,Central LA,39,216.85,False
2020-05-16,Los Angeles - Mission Hills,San Fernando Valley,116,480.85,False
2020-05-16,Los Angeles - Mt. Washington,Northeast LA,68,281.63,False
2020-05-16,Los Angeles - North Hills,San Fernando Valley,312,506.7,False
2020-05-16,Los Angeles - North Hollywood,San Fernando Valley,555,366.53,False
2020-05-16,Los Angeles - Northridge,San Fernando Valley,245,351.02,False
2020-05-16,Los Angeles - Pacific Palisades,Westside,41,192.57,False
2020-05-16,Los Angeles - Pacoima,San Fernando Valley,506,657.32,False
2020-05-16,Los Angeles - Palisades Highlands,Westside,3,78.0,False
2020-05-16,Los Angeles - Palms,Westside,167,380.61,False
2020-05-16,Los Angeles - Panorama City,San Fernando Valley,545,724.25,False
2020-05-16,Los Angeles - Park La Brea,Central LA,16,117.82,False
2020-05-16,Los Angeles - Pico-Union,Central LA,416,994.22,False
2020-05-16,Los Angeles - Playa Del Rey,South Bay,2,62.58,False
2020-05-16,Los Angeles - Playa Vista,Westside,22,200.97,False
2020-05-16,Los Angeles - Porter Ranch,San Fernando Valley,70,196.7,False
2020-05-16,Los Angeles - Rancho Park,Westside,12,182.93,False
2020-05-16,Los Angeles - Regent Square,Central LA,3,107.91,False
2020-05-16,Los Angeles - Reseda,San Fernando Valley,385,502.5,False
2020-05-16,Los Angeles - Reseda Ranch,San Fernando Valley,26,560.83,False
2020-05-16,Los Angeles - Reynier Village,Central LA,10,236.52,False
2020-05-16,Los Angeles - San Pedro,Harbor,786,1007.2,True
2020-05-16,Los Angeles - Shadow Hills,San Fernando Valley,10,225.12,False
2020-05-16,Los Angeles - Sherman Oaks,San Fernando Valley,197,225.78,False
2020-05-16,Los Angeles - Silverlake,Central LA,154,349.34,False
2020-05-16,Los Angeles - South Carthay,Central LA,28,264.28,False
2020-05-16,Los Angeles - South Park,South LA,211,555.83,False
2020-05-16,Los Angeles - St Elmo Village,Central LA,36,785.34,False
2020-05-16,Los Angeles - Studio City,San Fernando Valley,66,294.12,False
2020-05-16,Los Angeles - Sun Valley,San Fernando Valley,228,434.43,False
2020-05-16,Los Angeles - Sunland,Verdugos,118,578.2,False
2020-05-16,Los Angeles - Sycamore Square,Central LA,1,154.56,False
2020-05-16,Los Angeles - Sylmar,San Fernando Valley,585,709.97,True
2020-05-16,Los Angeles - Tarzana,San Fernando Valley,104,336.83,False
2020-05-16,Los Angeles - Temple-Beaudry,Central LA,232,587.61,False
2020-05-16,Los Angeles - Thai Town,Central LA,25,254.87,False
2020-05-16,Los Angeles - Toluca Lake,San Fernando Valley,16,183.82,False
2020-05-16,Los Angeles - Toluca Terrace,San Fernando Valley,5,382.85,False
2020-05-16,Los Angeles - Toluca Woods,San Fernando Valley,3,161.46,False
2020-05-16,Los Angeles - Tujunga,Verdugos,96,345.2,False
2020-05-16,Los Angeles - University Hills,Eastside,9,262.47,False
2020-05-16,Los Angeles - University Park,South LA,128,466.2,False
2020-05-16,Los Angeles - Valley Glen,San Fernando Valley,107,356.48,False
2020-05-16,Los Angeles - Valley Village,San Fernando Valley,178,720.06,False
2020-05-16,Los Angeles - Van Nuys,San Fernando Valley,529,567.63,False
2020-05-16,Los Angeles - Venice,Westside,58,171.17,False
2020-05-16,Los Angeles - Vermont Knolls,South LA,101,587.21,False
2020-05-16,Los Angeles - Vermont Square,South LA,66,861.96,False
2020-05-16,Los Angeles - Vermont Vista,South LA,220,534.16,False
2020-05-16,Los Angeles - Vernon Central,South LA,367,705.8,False
2020-05-16,Los Angeles - Victoria Park,Central LA,46,547.68,False
2020-05-16,Los Angeles - View Heights,South LA,8,216.57,False
2020-05-16,Los Angeles - Watts,South LA,167,391.34,False
2020-05-16,Los Angeles - Wellington Square,Central LA,17,345.88,False
